material_id,formula_pretty,formation_energy_per_atom,energy_above_hull,is_gap_direct,band_gap,spacegroup_number,structure,formula,composition,is_GGA_U
mp-1112492,Cs2TlGaBr6,-1.5885522150143685,0.0713813732499994,False,1.7459,225,"Full Formula (Cs2 Tl1 Ga1 Br6)
Reduced Formula: Cs2TlGaBr6
abc   :   8.163742   8.163742   8.163742
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Tl    0.5       0.5       0.5              0
  3  Ga    0         0         0                0
  4  Br    0.776039  0.223961  0.223961         0
  5  Br    0.223961  0.223961  0.776039         0
  6  Br    0.223961  0.776039  0.776039         0
  7  Br    0.223961  0.776039  0.223961         0
  8  Br    0.776039  0.223961  0.776039         0
  9  Br    0.776039  0.776039  0.223961         0",Cs2TlGaBr6,Cs2 Tl1 Ga1 Br6,0
mp-1112002,Cs2TlGaCl6,-1.8253343790143688,0.0559943282500001,False,2.6597,225,"Full Formula (Cs2 Tl1 Ga1 Cl6)
Reduced Formula: Cs2TlGaCl6
abc   :   7.753669   7.753669   7.753669
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Tl    0.5       0.5       0.5              0
  3  Ga    0         0         0                0
  4  Cl    0.780475  0.219525  0.219525        -0
  5  Cl    0.219525  0.219525  0.780475        -0
  6  Cl    0.219525  0.780475  0.780475        -0
  7  Cl    0.219525  0.780475  0.219525        -0
  8  Cl    0.780475  0.219525  0.780475        -0
  9  Cl    0.780475  0.780475  0.219525        -0",Cs2TlGaCl6,Cs2 Tl1 Ga1 Cl6,0
mp-989558,Cs2TlGaF6,-2.854733043514369,0.0,False,4.763400000000001,225,"Full Formula (Cs2 Tl1 Ga1 F6)
Reduced Formula: Cs2TlGaF6
abc   :   6.598381   6.598381   6.598381
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.25      0.25      0.25            -0
  1  Cs    0.75      0.75      0.75            -0
  2  Tl    0         0         0               -0
  3  Ga    0.5       0.5       0.5              0
  4  F     0.292048  0.707952  0.707952         0
  5  F     0.292048  0.707952  0.292048         0
  6  F     0.707952  0.292048  0.707952         0
  7  F     0.707952  0.707952  0.292048         0
  8  F     0.292048  0.292048  0.707952         0
  9  F     0.707952  0.292048  0.292048         0",Cs2TlGaF6,Cs2 Tl1 Ga1 F6,0
mp-1112110,Cs2TlGaI6,-1.1561043130143691,0.0776985055000016,False,0.5740000000000001,225,"Full Formula (Cs2 Tl1 Ga1 I6)
Reduced Formula: Cs2TlGaI6
abc   :   8.722977   8.722977   8.722977
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75             0
  1  Cs    0.25      0.25      0.25             0
  2  Tl    0.5       0.5       0.5              0
  3  Ga    0         0         0                0
  4  I     0.770101  0.229899  0.229899         0
  5  I     0.229899  0.229899  0.770101         0
  6  I     0.229899  0.770101  0.770101         0
  7  I     0.229899  0.770101  0.229899         0
  8  I     0.770101  0.229899  0.770101         0
  9  I     0.770101  0.770101  0.229899         0",Cs2TlGaI6,Cs2 Tl1 Ga1 I6,0
mp-996944,Cs2TlInBr6,-1.6292401789310351,0.0,False,1.8255,225,"Full Formula (Cs2 Tl1 In1 Br6)
Reduced Formula: Cs2TlInBr6
abc   :   8.345141   8.345141   8.345141
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Tl    0.5       0.5       0.5              0
  3  In    0         0         0                0
  4  Br    0.769378  0.230622  0.230622        -0
  5  Br    0.230622  0.230622  0.769378        -0
  6  Br    0.230622  0.769378  0.769378        -0
  7  Br    0.230622  0.769378  0.230622        -0
  8  Br    0.769378  0.230622  0.769378        -0
  9  Br    0.769378  0.769378  0.230622        -0",Cs2TlInBr6,Cs2 Tl1 In1 Br6,0
mp-1112490,Cs2TlInCl6,-1.851046185931036,0.0,False,2.7015,225,"Full Formula (Cs2 Tl1 In1 Cl6)
Reduced Formula: Cs2TlInCl6
abc   :   7.959419   7.959419   7.959419
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Tl    0.5       0.5       0.5              0
  3  In    0         0         0                0
  4  Cl    0.773022  0.226978  0.226978        -0
  5  Cl    0.226978  0.226978  0.773022        -0
  6  Cl    0.226978  0.773022  0.773022        -0
  7  Cl    0.226978  0.773022  0.226978        -0
  8  Cl    0.773022  0.226978  0.773022        -0
  9  Cl    0.773022  0.773022  0.226978        -0",Cs2TlInCl6,Cs2 Tl1 In1 Cl6,0
mp-989537,Cs2TlInF6,-2.7909186954310354,0.0,False,3.9896,225,"Full Formula (Cs2 Tl1 In1 F6)
Reduced Formula: Cs2TlInF6
abc   :   6.818112   6.818112   6.818112
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75             0
  1  Cs    0.25      0.25      0.25             0
  2  Tl    0         0         0                0
  3  In    0.5       0.5       0.5              0
  4  F     0.719657  0.280343  0.280343        -0
  5  F     0.280343  0.280343  0.719657        -0
  6  F     0.280343  0.719657  0.719657        -0
  7  F     0.280343  0.719657  0.280343        -0
  8  F     0.719657  0.280343  0.719657        -0
  9  F     0.719657  0.719657  0.280343        -0",Cs2TlInF6,Cs2 Tl1 In1 F6,0
mp-1112107,Cs2TlInI6,-1.2069538219310354,0.039499220750002,False,1.4001,225,"Full Formula (Cs2 Tl1 In1 I6)
Reduced Formula: Cs2TlInI6
abc   :   8.908944   8.908944   8.908944
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75             0
  1  Cs    0.25      0.25      0.25             0
  2  Tl    0.5       0.5       0.5              0
  3  In    0         0         0               -0
  4  I     0.765202  0.234798  0.234798         0
  5  I     0.234798  0.234798  0.765202         0
  6  I     0.234798  0.765202  0.765202         0
  7  I     0.234798  0.765202  0.234798         0
  8  I     0.765202  0.234798  0.765202         0
  9  I     0.765202  0.765202  0.234798         0",Cs2TlInI6,Cs2 Tl1 In1 I6,0
mp-560710,Cs2TlMoF6,-2.763468474764369,0.0,False,3.8865,225,"Full Formula (Cs2 Tl1 Mo1 F6)
Reduced Formula: Cs2TlMoF6
abc   :   6.800838   6.800838   6.800838
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.25      0.25      0.25         0
  1  Cs    0.75      0.75      0.75         0
  2  Tl    0.5       0.5       0.5         -0.003
  3  Mo    0         0         0            2.775
  4  F     0.780753  0.780753  0.219247     0.019
  5  F     0.780753  0.219247  0.780753     0.019
  6  F     0.219247  0.780753  0.219247     0.019
  7  F     0.780753  0.219247  0.219247     0.019
  8  F     0.219247  0.219247  0.780753     0.019
  9  F     0.219247  0.780753  0.780753     0.019",Cs2TlMoF6,Cs2 Tl1 Mo1 F6,1
mp-1112343,Cs2TlPdF6,-2.2248172850000003,0.0345031009999985,False,0.0,225,"Full Formula (Cs2 Tl1 Pd1 F6)
Reduced Formula: Cs2TlPdF6
abc   :   6.620695   6.620695   6.620695
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP          a        b        c    magmom
---  ----  -------  -------  -------  --------
  0  Cs    0.75     0.75     0.75        0
  1  Cs    0.25     0.25     0.25        0
  2  Tl    0.5      0.5      0.5        -0.015
  3  Pd    0        0        0           0.743
  4  F     0.77575  0.22425  0.22425     0.048
  5  F     0.22425  0.22425  0.77575     0.011
  6  F     0.22425  0.77575  0.77575     0.048
  7  F     0.22425  0.77575  0.22425     0.054
  8  F     0.77575  0.22425  0.77575     0.054
  9  F     0.77575  0.77575  0.22425     0.011",Cs2TlPdF6,Cs2 Tl1 Pd1 F6,0
mp-1112340,Cs2TlRhF6,-2.426004526764369,0.0,False,1.9056,225,"Full Formula (Cs2 Tl1 Rh1 F6)
Reduced Formula: Cs2TlRhF6
abc   :   6.646262   6.646262   6.646262
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP          a        b        c    magmom
---  ----  -------  -------  -------  --------
  0  Cs    0.75     0.75     0.75            0
  1  Cs    0.25     0.25     0.25            0
  2  Tl    0.5      0.5      0.5            -0
  3  Rh    0        0        0               0
  4  F     0.78402  0.21598  0.21598        -0
  5  F     0.21598  0.21598  0.78402        -0
  6  F     0.21598  0.78402  0.78402        -0
  7  F     0.21598  0.78402  0.21598        -0
  8  F     0.78402  0.21598  0.78402        -0
  9  F     0.78402  0.78402  0.21598        -0",Cs2TlRhF6,Cs2 Tl1 Rh1 F6,0
mp-1112339,Cs2TlRuF6,-2.4080131637643687,0.0,False,0.5579000000000001,225,"Full Formula (Cs2 Tl1 Ru1 F6)
Reduced Formula: Cs2TlRuF6
abc   :   6.683832   6.683832   6.683832
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.25      0.25      0.25        -0
  1  Cs    0.75      0.75      0.75        -0
  2  Tl    0.5       0.5       0.5         -0.003
  3  Ru    0         0         0            0.835
  4  F     0.215541  0.215541  0.784459     0.02
  5  F     0.215541  0.784459  0.784459     0.02
  6  F     0.784459  0.784459  0.215541     0.02
  7  F     0.215541  0.784459  0.215541     0.02
  8  F     0.784459  0.215541  0.784459     0.02
  9  F     0.784459  0.215541  0.215541     0.02",Cs2TlRuF6,Cs2 Tl1 Ru1 F6,0
mp-1112108,Cs2TlSbBr6,-1.5526073502643691,0.014962783,True,1.2294000000000005,225,"Full Formula (Cs2 Tl1 Sb1 Br6)
Reduced Formula: Cs2TlSbBr6
abc   :   8.463703   8.463703   8.463703
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Tl    0.5       0.5       0.5              0
  3  Sb    0         0         0               -0
  4  Br    0.764476  0.235524  0.235524        -0
  5  Br    0.235524  0.235524  0.764476        -0
  6  Br    0.235524  0.764476  0.764476        -0
  7  Br    0.235524  0.764476  0.235524        -0
  8  Br    0.764476  0.235524  0.764476        -0
  9  Br    0.764476  0.764476  0.235524        -0",Cs2TlSbBr6,Cs2 Tl1 Sb1 Br6,0
mp-1112003,Cs2TlSbCl6,-1.7522121802643689,0.0103696794999983,True,2.0043,225,"Full Formula (Cs2 Tl1 Sb1 Cl6)
Reduced Formula: Cs2TlSbCl6
abc   :   8.099159   8.099159   8.099159
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP          a        b        c    magmom
---  ----  -------  -------  -------  --------
  0  Cs    0.75     0.75     0.75           -0
  1  Cs    0.25     0.25     0.25           -0
  2  Tl    0.5      0.5      0.5             0
  3  Sb    0        0        0              -0
  4  Cl    0.76729  0.23271  0.23271         0
  5  Cl    0.23271  0.23271  0.76729         0
  6  Cl    0.23271  0.76729  0.76729         0
  7  Cl    0.23271  0.76729  0.23271         0
  8  Cl    0.76729  0.23271  0.76729         0
  9  Cl    0.76729  0.76729  0.23271         0",Cs2TlSbCl6,Cs2 Tl1 Sb1 Cl6,0
mp-1112551,Cs2TlSbF6,-2.681650009764369,0.0464353197500022,True,2.5275,225,"Full Formula (Cs2 Tl1 Sb1 F6)
Reduced Formula: Cs2TlSbF6
abc   :   6.955633   6.955633   6.955633
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Tl    0.5       0.5       0.5             -0
  3  Sb    0         0         0               -0
  4  F     0.775291  0.224709  0.224709         0
  5  F     0.224709  0.224709  0.775291         0
  6  F     0.224709  0.775291  0.775291         0
  7  F     0.224709  0.775291  0.224709         0
  8  F     0.775291  0.224709  0.775291         0
  9  F     0.775291  0.775291  0.224709         0",Cs2TlSbF6,Cs2 Tl1 Sb1 F6,0
mp-1112105,Cs2TlSbI6,-1.1595293312643686,0.0234193400000006,True,0.9367,225,"Full Formula (Cs2 Tl1 Sb1 I6)
Reduced Formula: Cs2TlSbI6
abc   :   8.994954   8.994954   8.994954
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75             0
  1  Cs    0.25      0.25      0.25             0
  2  Tl    0.5       0.5       0.5              0
  3  Sb    0         0         0                0
  4  I     0.761429  0.238571  0.238571        -0
  5  I     0.238571  0.238571  0.761429        -0
  6  I     0.238571  0.761429  0.761429        -0
  7  I     0.238571  0.761429  0.238571        -0
  8  I     0.761429  0.238571  0.761429        -0
  9  I     0.761429  0.761429  0.238571        -0",Cs2TlSbI6,Cs2 Tl1 Sb1 I6,0
mp-557533,Cs2TlVF6,-2.9518481537643693,0.0,False,0.0,225,"Full Formula (Cs2 Tl1 V1 F6)
Reduced Formula: Cs2TlVF6
abc   :   6.655098   6.655098   6.655098
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75         0
  1  Cs    0.25      0.25      0.25         0
  2  Tl    0.5       0.5       0.5         -0.002
  3  V     0         0         0            1.891
  4  F     0.788809  0.211191  0.788809     0.003
  5  F     0.211191  0.211191  0.788809     0.003
  6  F     0.78881   0.78881   0.21119      0.003
  7  F     0.788809  0.211191  0.211191     0.003
  8  F     0.211191  0.788809  0.211191     0.003
  9  F     0.211191  0.788809  0.788809     0.003",Cs2TlVF6,Cs2 Tl1 V1 F6,1
mp-1113440,Cs2TmAgCl6,-2.217439904097702,0.0,False,3.7563,225,"Full Formula (Cs2 Tm1 Ag1 Cl6)
Reduced Formula: Cs2TmAgCl6
abc   :   7.638313   7.638313   7.638313
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Tm    0         0         0                0
  3  Ag    0.5       0.5       0.5             -0
  4  Cl    0.758248  0.241752  0.241752        -0
  5  Cl    0.241752  0.241752  0.758248        -0
  6  Cl    0.241752  0.758248  0.758248        -0
  7  Cl    0.241752  0.758248  0.241752        -0
  8  Cl    0.758248  0.241752  0.758248        -0
  9  Cl    0.758248  0.758248  0.241752        -0",Cs2TmAgCl6,Cs2 Tm1 Ag1 Cl6,0
mp-1111447,Cs2TmCuCl6,-2.0259956912499946,0.0398920312499999,False,2.4365,225,"Full Formula (Cs2 Tm1 Cu1 Cl6)
Reduced Formula: Cs2TmCuCl6
abc   :   7.398259   7.398259   7.398259
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Tm    0         0         0                0
  3  Cu    0.5       0.5       0.5             -0
  4  Cl    0.749777  0.250223  0.250223        -0
  5  Cl    0.250223  0.250223  0.749777        -0
  6  Cl    0.250223  0.749777  0.749777        -0
  7  Cl    0.250223  0.749777  0.250223        -0
  8  Cl    0.749777  0.250223  0.749777        -0
  9  Cl    0.749777  0.749777  0.250223        -0",Cs2TmCuCl6,Cs2 Tm1 Cu1 Cl6,0
mp-1112639,Cs2VAgF6,-2.739763856666664,0.1403449108333312,False,0.0,225,"Full Formula (Cs2 V1 Ag1 F6)
Reduced Formula: Cs2VAgF6
abc   :   6.334072   6.334072   6.334072
angles:  60.000000  59.999999  59.999999
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.25      0.25      0.25        -0
  1  Cs    0.75      0.75      0.75        -0
  2  V     0         0         0            1.944
  3  Ag    0.5       0.5       0.5         -0.006
  4  F     0.220294  0.779706  0.220294    -0.008
  5  F     0.779706  0.779706  0.220294    -0.008
  6  F     0.779706  0.220294  0.779706    -0.008
  7  F     0.779706  0.220294  0.220294    -0.008
  8  F     0.220294  0.779706  0.779706    -0.008
  9  F     0.220294  0.220294  0.779706    -0.008",Cs2VAgF6,Cs2 V1 Ag1 F6,1
mp-1112323,Cs2YAgBr6,-1.9526312160977013,0.0094894033124952,False,3.335,225,"Full Formula (Cs2 Y1 Ag1 Br6)
Reduced Formula: Cs2YAgBr6
abc   :   8.064802   8.064802   8.064802
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Y     0.5       0.5       0.5              0
  3  Ag    0         0         0               -0
  4  Br    0.746122  0.253878  0.253878        -0
  5  Br    0.253878  0.253878  0.746122        -0
  6  Br    0.253878  0.746122  0.746122        -0
  7  Br    0.253878  0.746122  0.253878        -0
  8  Br    0.746122  0.253878  0.746122        -0
  9  Br    0.746122  0.746122  0.253878        -0",Cs2YAgBr6,Cs2 Y1 Ag1 Br6,0
mp-1112288,Cs2YAgCl6,-2.209730240097701,0.0,False,3.8705,225,"Full Formula (Cs2 Y1 Ag1 Cl6)
Reduced Formula: Cs2YAgCl6
abc   :   7.684998   7.684998   7.684998
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Y     0.5       0.5       0.5              0
  3  Ag    0         0         0               -0
  4  Cl    0.743756  0.256244  0.256244        -0
  5  Cl    0.256244  0.256244  0.743756        -0
  6  Cl    0.256244  0.743756  0.743756        -0
  7  Cl    0.256244  0.743756  0.256244        -0
  8  Cl    0.743756  0.256244  0.743756        -0
  9  Cl    0.743756  0.743756  0.256244        -0",Cs2YAgCl6,Cs2 Y1 Ag1 Cl6,0
mp-1110987,Cs2YAgF6,-3.2110699565977017,0.0,False,3.3465000000000003,225,"Full Formula (Cs2 Y1 Ag1 F6)
Reduced Formula: Cs2YAgF6
abc   :   6.653978   6.653978   6.653978
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75             0
  1  Cs    0.25      0.25      0.25             0
  2  Y     0.5       0.5       0.5              0
  3  Ag    0         0         0               -0
  4  F     0.733266  0.266734  0.266734        -0
  5  F     0.266734  0.266734  0.733266        -0
  6  F     0.266734  0.733266  0.733266        -0
  7  F     0.266734  0.733266  0.266734        -0
  8  F     0.733266  0.266734  0.733266        -0
  9  F     0.733266  0.733266  0.266734        -0",Cs2YAgF6,Cs2 Y1 Ag1 F6,0
mp-1112931,Cs2YAgI6,-1.4883084820977015,0.0208618072500006,False,2.4594,225,"Full Formula (Cs2 Y1 Ag1 I6)
Reduced Formula: Cs2YAgI6
abc   :   8.623632   8.623632   8.623632
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Y     0.5       0.5       0.5              0
  3  Ag    0         0         0                0
  4  I     0.748962  0.251038  0.251038         0
  5  I     0.251038  0.251038  0.748962         0
  6  I     0.251038  0.748962  0.748962         0
  7  I     0.251038  0.748962  0.251038         0
  8  I     0.748962  0.251038  0.748962         0
  9  I     0.748962  0.748962  0.251038         0",Cs2YAgI6,Cs2 Y1 Ag1 I6,0
mp-1111878,Cs2YCuBr6,-1.8933123089310344,0.0489354517499966,False,2.0386,225,"Full Formula (Cs2 Y1 Cu1 Br6)
Reduced Formula: Cs2YCuBr6
abc   :   7.843883   7.843883   7.843883
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Y     0.5       0.5       0.5             -0
  3  Cu    0         0         0                0
  4  Br    0.753837  0.246163  0.246163        -0
  5  Br    0.246163  0.246163  0.753837         0
  6  Br    0.246163  0.753837  0.753837        -0
  7  Br    0.246163  0.753837  0.246163        -0
  8  Br    0.753837  0.246163  0.753837        -0
  9  Br    0.753837  0.753837  0.246163         0",Cs2YCuBr6,Cs2 Y1 Cu1 Br6,0
mp-1112909,Cs2YCuCl6,-2.0243261250000173,0.0401926904999943,False,2.5338,225,"Full Formula (Cs2 Y1 Cu1 Cl6)
Reduced Formula: Cs2YCuCl6
abc   :   7.454989   7.454989   7.454989
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Y     0.5       0.5       0.5              0
  3  Cu    0         0         0               -0
  4  Cl    0.752337  0.247663  0.247663        -0
  5  Cl    0.247663  0.247663  0.752337        -0
  6  Cl    0.247663  0.752337  0.752337        -0
  7  Cl    0.247663  0.752337  0.247663        -0
  8  Cl    0.752337  0.247663  0.752337        -0
  9  Cl    0.752337  0.752337  0.247663        -0",Cs2YCuCl6,Cs2 Y1 Cu1 Cl6,0
mp-1110977,Cs2YCuF6,-3.1562222000208324,0.0841891204791647,False,1.4267000000000003,225,"Full Formula (Cs2 Y1 Cu1 F6)
Reduced Formula: Cs2YCuF6
abc   :   6.438510   6.438511   6.438511
angles:  59.999999  59.999999  59.999999
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.25      0.25      0.25             0
  1  Cs    0.75      0.75      0.75             0
  2  Y     0.5       0.5       0.5             -0
  3  Cu    0         0         0               -0
  4  F     0.258046  0.741954  0.258046         0
  5  F     0.741954  0.741954  0.258046         0
  6  F     0.741954  0.258046  0.741954         0
  7  F     0.741954  0.258046  0.258046         0
  8  F     0.258046  0.741954  0.741954         0
  9  F     0.258046  0.258046  0.741954         0",Cs2YCuF6,Cs2 Y1 Cu1 F6,0
mp-1112877,Cs2YCuI6,-1.4225864999310354,0.0668035222499994,False,1.7212,225,"Full Formula (Cs2 Y1 Cu1 I6)
Reduced Formula: Cs2YCuI6
abc   :   8.417348   8.417348   8.417348
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Y     0.5       0.5       0.5             -0
  3  Cu    0         0         0                0
  4  I     0.755598  0.244402  0.244402         0
  5  I     0.244402  0.244402  0.755598         0
  6  I     0.244402  0.755598  0.755598         0
  7  I     0.244402  0.755598  0.244402         0
  8  I     0.755598  0.244402  0.755598         0
  9  I     0.755598  0.755598  0.244402         0",Cs2YCuI6,Cs2 Y1 Cu1 I6,0
mp-1112897,Cs2YHgBr6,-1.8799197381810355,0.0865479269374995,False,0.0,225,"Full Formula (Cs2 Y1 Hg1 Br6)
Reduced Formula: Cs2YHgBr6
abc   :   8.318134   8.318134   8.318134
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75        -0
  1  Cs    0.25      0.25      0.25        -0
  2  Y     0         0         0            0.041
  3  Hg    0.5       0.5       0.5          0.168
  4  Br    0.761725  0.238275  0.238275     0.027
  5  Br    0.238275  0.238275  0.761725     0.016
  6  Br    0.238275  0.761725  0.761725     0.027
  7  Br    0.238275  0.761725  0.238275     0.027
  8  Br    0.761725  0.238275  0.761725     0.027
  9  Br    0.761725  0.761725  0.238275     0.016",Cs2YHgBr6,Cs2 Y1 Hg1 Br6,0
mp-1112898,Cs2YHgCl6,-2.122117887181035,0.1019359852500016,False,0.0,225,"Full Formula (Cs2 Y1 Hg1 Cl6)
Reduced Formula: Cs2YHgCl6
abc   :   7.942196   7.942196   7.942196
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75        -0
  1  Cs    0.25      0.25      0.25        -0
  2  Y     0         0         0            0.058
  3  Hg    0.5       0.5       0.5          0.379
  4  Cl    0.764494  0.235506  0.235506     0.041
  5  Cl    0.235506  0.235506  0.764494     0.039
  6  Cl    0.235506  0.764494  0.764494     0.041
  7  Cl    0.235506  0.764494  0.235506     0.045
  8  Cl    0.764494  0.235506  0.764494     0.045
  9  Cl    0.764494  0.764494  0.235506     0.039",Cs2YHgCl6,Cs2 Y1 Hg1 Cl6,0
mp-1112607,Cs2YHgF6,-3.134745150681036,0.0914838607499959,False,0.0,225,"Full Formula (Cs2 Y1 Hg1 F6)
Reduced Formula: Cs2YHgF6
abc   :   6.827994   6.827994   6.827994
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75         0.004
  1  Cs    0.25      0.25      0.25         0.004
  2  Y     0         0         0            0.028
  3  Hg    0.5       0.5       0.5          0.464
  4  F     0.773031  0.226969  0.226969     0.043
  5  F     0.226969  0.226969  0.773031     0.04
  6  F     0.226969  0.773031  0.773031     0.043
  7  F     0.226969  0.773031  0.226969     0.046
  8  F     0.773031  0.226969  0.773031     0.046
  9  F     0.773031  0.773031  0.226969     0.04",Cs2YHgF6,Cs2 Y1 Hg1 F6,0
mp-1112895,Cs2YHgI6,-1.432473135181036,0.0713471736249995,False,0.0,225,"Full Formula (Cs2 Y1 Hg1 I6)
Reduced Formula: Cs2YHgI6
abc   :   8.871222   8.871222   8.871222
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75        -0
  1  Cs    0.25      0.25      0.25        -0
  2  Y     0         0         0            0.074
  3  Hg    0.5       0.5       0.5          0.224
  4  I     0.758223  0.241777  0.241777     0.033
  5  I     0.241777  0.241777  0.758223     0.031
  6  I     0.241777  0.758223  0.758223     0.033
  7  I     0.241777  0.758223  0.241777     0.033
  8  I     0.758223  0.241777  0.758223     0.033
  9  I     0.758223  0.758223  0.241777     0.031",Cs2YHgI6,Cs2 Y1 Hg1 I6,0
